Rk,School,G,Pts,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_TD,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Total Offense_Plays,Total Offense_Yds,Total Offense_Avg,First Downs_Pass,First Downs_Rush,First Downs_Pen,First Downs_1D,Penalties_No.,Penalties_Yds,Turnovers_Fum,Turnovers_Int,Turnovers_Tot,Year
28,Oklahoma,11,21.7,20.5,37.1,55.4,245.5,1.1,30.4,105.3,3.5,1.6,67.5,350.8,5.2,9.8,6.1,2.9,18.8,9.2,73.9,0.3,1.5,1.7,2020
29,Texas A&M,10,21.7,19.6,31.0,63.2,225.3,1.9,28.3,92.0,3.3,0.6,59.3,317.3,5.4,10.0,5.6,1.9,17.5,4.6,36.5,0.4,1.0,1.4,2020
30,Buffalo,7,21.9,15.9,28.9,55.0,203.0,1.1,40.1,157.4,3.9,1.4,69.0,360.4,5.2,8.7,9.1,2.0,19.9,5.9,53.9,0.6,0.9,1.4,2020
31,Louisiana,11,22.0,15.3,29.5,51.9,170.6,0.9,42.8,184.7,4.3,1.7,72.3,355.4,4.9,8.1,10.8,2.4,21.3,5.1,40.6,0.6,1.5,2.1,2020
32,Arizona State,4,23.3,25.0,39.5,63.3,252.5,1.5,41.0,183.3,4.5,1.8,80.5,435.8,5.4,10.0,12.3,1.0,23.3,6.0,54.3,2.0,1.3,3.3,2020
33,Nevada,9,23.3,21.3,35.2,60.6,239.6,1.4,34.7,138.2,4.0,1.3,69.9,377.8,5.4,11.1,7.2,1.7,20.0,5.4,44.4,0.3,0.7,1.0,2020
34,Oklahoma State,11,23.5,18.8,32.5,57.8,218.9,1.6,38.7,160.1,4.1,1.2,71.3,379.0,5.3,9.0,8.1,1.9,19.0,8.1,73.5,0.9,0.5,1.5,2020
35,TCU,10,24.2,16.7,30.8,54.2,223.4,1.8,35.1,127.5,3.6,0.9,65.9,350.9,5.3,8.9,5.8,1.5,16.2,6.5,58.3,0.4,0.8,1.2,2020
36,Toledo,6,24.3,18.3,32.7,56.1,233.0,2.0,35.0,129.2,3.7,1.0,67.7,362.2,5.4,10.7,6.3,3.2,20.2,6.8,65.0,0.8,0.7,1.5,2020
37,Pitt,11,24.5,19.2,34.3,56.0,246.0,2.1,35.3,93.5,2.7,1.0,69.5,339.5,4.9,9.2,6.9,2.6,18.7,6.6,56.5,0.5,1.3,1.8,2020
38,Auburn,11,24.7,21.4,33.1,64.6,242.6,1.8,39.1,163.4,4.2,1.5,72.2,406.0,5.6,11.6,9.5,1.7,22.9,4.7,41.3,0.4,0.8,1.2,2020
39,Washington,4,25.0,18.5,29.3,63.2,185.0,1.3,35.5,161.3,4.5,2.0,64.8,346.3,5.3,9.8,9.0,1.3,20.0,4.5,36.3,1.3,0.8,2.0,2020
40,Western Kentucky,12,25.3,14.6,27.9,52.2,177.3,1.3,41.0,170.9,4.2,1.7,68.9,348.3,5.1,7.9,10.0,1.4,19.3,4.6,43.1,0.3,0.5,0.8,2020
41,Troy,11,25.7,21.8,32.5,67.0,238.5,1.5,40.5,166.8,4.1,1.5,73.1,405.3,5.5,10.9,9.2,1.9,22.0,5.4,48.9,0.5,0.7,1.3,2020
42,UTSA,12,25.7,18.3,30.1,60.7,221.3,1.8,37.8,162.3,4.3,1.3,67.9,383.6,5.6,8.4,9.3,2.5,20.2,5.9,55.3,0.7,0.9,1.6,2020
43,Ball State,8,25.8,24.3,37.3,65.1,294.3,1.8,35.1,140.1,4.0,1.5,72.4,434.4,6.0,13.1,7.8,2.3,23.1,6.1,55.4,0.9,1.3,2.1,2020
44,Ohio State,8,25.8,26.1,39.5,66.1,304.0,2.0,29.0,97.9,3.4,1.3,68.5,401.9,5.9,13.8,5.5,1.5,20.8,5.6,51.4,1.5,0.9,2.4,2020
45,Kentucky,11,25.9,21.4,32.4,66.0,224.6,1.6,37.1,156.1,4.2,1.6,69.5,380.7,5.5,11.0,9.0,2.1,22.1,5.6,47.4,0.5,1.5,2.0,2020
46,USC,6,26.0,20.2,31.2,64.7,216.3,2.3,36.2,153.3,4.2,0.7,67.3,369.7,5.5,9.7,9.2,2.2,21.0,5.2,49.3,1.2,1.5,2.7,2020
47,Utah,5,26.0,22.0,38.2,57.6,257.2,1.6,28.2,107.8,3.8,1.4,66.4,365.0,5.5,11.4,5.0,1.8,18.2,5.8,51.6,1.2,1.4,2.6,2020
48,California,4,26.5,16.3,26.3,61.9,197.8,1.8,38.0,169.8,4.5,1.8,64.3,367.5,5.7,8.8,8.5,1.3,18.5,6.8,58.0,0.5,0.8,1.3,2020
49,Louisville,11,26.6,14.1,26.3,53.6,189.2,1.4,37.6,179.9,4.8,1.7,63.9,369.1,5.8,8.5,9.6,1.7,18.2,6.2,50.1,0.6,0.5,1.1,2020
50,Miami (OH),3,26.7,17.3,28.7,60.5,267.7,2.0,37.0,125.3,3.4,1.7,65.7,393.0,6.0,11.7,6.3,2.7,20.7,5.0,43.3,0.0,0.7,0.7,2020
51,Miami (FL),11,27.0,21.9,34.6,63.3,233.9,1.8,38.4,174.5,4.5,1.5,73.0,408.4,5.6,11.3,9.4,2.8,23.5,7.6,68.5,0.8,0.6,1.5,2020
52,Boise State,7,27.1,16.0,30.3,52.8,209.6,1.4,40.7,163.7,4.0,1.9,71.0,373.3,5.3,9.3,8.4,2.3,20.0,5.6,42.3,0.0,0.4,0.4,2020
53,South Alabama,11,27.3,19.9,30.2,66.0,261.5,1.4,37.3,175.1,4.7,2.0,67.5,436.6,6.5,11.8,8.2,1.0,21.0,5.6,56.6,0.6,0.6,1.3,2020
54,Hawaii,9,27.6,16.1,29.3,54.9,197.1,1.3,41.9,212.3,5.1,1.9,71.2,409.4,5.7,9.0,11.6,1.2,21.8,6.2,57.9,0.6,1.3,1.9,2020
55,Penn State,9,27.7,17.4,29.6,59.0,198.6,1.7,35.3,130.4,3.7,1.4,64.9,329.0,5.1,8.3,7.7,1.3,17.3,4.9,40.8,0.6,0.4,1.0,2020
56,Memphis,11,27.9,24.5,38.9,62.9,289.6,2.2,37.5,146.5,3.9,1.2,76.5,436.1,5.7,13.0,8.5,1.3,22.7,5.8,54.4,0.7,1.1,1.8,2020
57,Mississippi State,11,28.1,21.8,35.4,61.7,263.4,2.1,35.5,126.4,3.6,1.0,70.9,389.7,5.5,11.4,8.2,1.9,21.5,6.7,57.7,0.6,1.0,1.6,2020
58,Tulane,12,28.1,19.9,32.9,60.5,279.1,2.3,42.0,144.3,3.4,1.3,74.9,423.4,5.7,10.3,9.2,1.8,21.3,5.9,49.9,0.8,0.8,1.6,2020
59,Oregon,7,28.3,21.6,35.3,61.1,236.3,1.1,40.6,169.6,4.2,2.3,75.9,405.9,5.4,12.0,8.3,2.0,22.3,6.6,59.0,0.3,0.7,1.0,2020
60,Boston College,11,28.4,19.6,31.8,61.7,245.5,1.6,36.4,171.4,4.7,1.9,68.2,416.8,6.1,10.5,9.3,2.6,22.4,7.5,67.3,1.1,0.8,1.9,2020
61,Texas,10,28.5,24.6,39.3,62.6,266.4,1.7,38.5,140.8,3.7,1.6,77.8,407.2,5.2,13.1,7.9,2.7,23.7,7.0,54.7,0.8,1.0,1.8,2020
62,Baylor,9,29.2,18.3,28.8,63.7,203.0,1.3,40.7,180.4,4.4,2.2,69.4,383.4,5.5,9.2,8.9,1.4,19.6,6.7,57.1,0.6,1.3,1.9,2020
63,North Carolina State,12,29.2,20.6,35.1,58.7,241.1,1.7,40.2,174.6,4.3,1.5,75.3,415.7,5.5,11.0,9.6,3.0,23.6,7.9,71.8,0.3,0.8,1.1,2020
64,Nebraska,8,29.4,19.0,30.1,63.1,217.0,1.3,40.6,169.5,4.2,1.9,70.8,386.5,5.5,10.4,8.6,1.8,20.8,4.9,44.6,0.3,0.6,0.9,2020
65,North Carolina,12,29.4,19.2,32.9,58.2,246.7,1.4,36.2,154.3,4.3,2.1,69.1,400.9,5.8,10.2,8.8,2.6,21.4,6.8,55.9,0.3,0.7,0.9,2020
66,Virginia,10,29.6,20.3,32.3,62.8,304.4,1.9,37.0,138.5,3.7,1.4,69.3,442.9,6.4,12.4,6.9,1.1,20.4,7.9,66.7,0.7,1.1,1.8,2020
67,Purdue,6,29.8,21.0,32.0,65.6,254.2,1.5,41.5,147.2,3.5,2.0,73.5,401.3,5.5,11.2,8.3,2.3,21.8,7.3,73.0,0.7,0.5,1.2,2020
68,Fresno State,6,30.0,16.3,29.3,55.7,217.7,1.3,40.7,212.3,5.2,2.3,70.0,430.0,6.1,8.3,10.0,1.2,19.5,6.2,50.8,1.0,0.7,1.7,2020
69,Minnesota,7,30.1,17.6,27.4,64.1,208.7,1.6,32.9,206.7,6.3,2.3,60.3,415.4,6.9,9.1,9.9,1.4,20.4,6.1,62.7,0.3,0.7,1.0,2020
70,Tennessee,10,30.1,21.4,31.4,68.2,265.8,1.5,38.5,141.6,3.7,1.5,69.9,407.4,5.8,12.4,8.3,1.4,22.1,5.1,46.9,0.5,0.5,1.0,2020
71,Central Michigan,6,30.2,18.2,31.5,57.7,297.2,2.5,41.7,130.5,3.1,1.2,73.2,427.7,5.8,11.3,8.0,2.2,21.5,5.5,37.8,1.2,1.3,2.5,2020
72,Navy,10,30.3,14.0,23.0,60.9,180.8,1.1,41.4,204.7,4.9,2.3,64.4,385.5,6.0,8.0,10.5,1.3,19.8,4.6,36.6,0.6,0.3,0.9,2020
73,UCLA,7,30.7,23.0,37.6,61.2,274.1,1.9,37.7,135.7,3.6,2.0,75.3,409.9,5.4,12.3,8.6,1.1,22.0,7.1,58.6,0.3,1.3,1.6,2020
74,Florida,12,30.8,21.3,33.2,64.1,257.5,2.3,37.4,170.5,4.6,1.3,70.6,428.0,6.1,11.5,9.8,1.5,22.8,5.9,54.0,0.6,0.8,1.3,2020
75,SMU,10,30.9,18.6,32.0,58.1,241.9,2.2,42.8,180.3,4.2,1.9,74.8,422.2,5.6,11.5,9.8,1.5,22.8,7.6,67.6,1.0,0.7,1.7,2020
76,UTEP,8,31.0,17.8,28.0,63.4,240.3,2.4,34.4,141.0,4.1,1.8,62.4,381.3,6.1,9.4,7.4,1.9,18.6,6.1,58.5,0.8,0.3,1.0,2020
77,Colorado,6,31.7,20.0,36.0,55.6,239.2,2.0,33.2,182.0,5.5,1.5,69.2,421.2,6.1,10.5,7.5,3.3,21.3,6.5,54.7,0.7,0.7,1.3,2020
78,Georgia State,10,31.7,23.6,37.7,62.6,274.3,2.1,35.3,136.8,3.9,1.8,73.0,411.1,5.6,12.5,7.2,2.0,21.7,4.9,47.4,0.9,1.2,2.1,2020
79,Stanford,6,31.7,16.7,26.0,64.1,216.7,2.0,40.7,222.0,5.5,2.0,66.7,438.7,6.6,9.7,12.0,1.5,23.2,5.2,44.5,0.8,0.3,1.2,2020
80,Houston,8,32.0,17.5,29.8,58.8,231.0,2.0,39.3,167.5,4.3,1.5,69.0,398.5,5.8,9.9,9.0,1.9,20.8,5.1,45.0,0.4,0.4,0.8,2020
81,Maryland,5,32.0,18.6,33.0,56.4,200.0,1.2,47.2,230.0,4.9,2.8,80.2,430.0,5.4,10.6,11.6,3.0,25.2,4.2,34.8,0.4,0.4,0.8,2020
82,Rutgers,9,32.1,21.0,31.2,67.3,245.4,2.3,44.4,206.4,4.6,1.6,75.7,451.9,6.0,10.9,10.2,2.6,23.7,7.3,64.3,1.2,0.9,2.1,2020
83,Virginia Tech,11,32.1,21.8,35.4,61.7,266.0,1.7,36.9,181.5,4.9,2.2,72.3,447.5,6.2,12.6,9.5,1.1,23.3,7.5,65.0,0.5,1.1,1.5,2020
84,Kansas State,10,32.2,23.9,35.3,67.7,267.5,2.0,37.5,177.2,4.7,2.0,72.8,444.7,6.1,12.1,8.9,1.9,22.9,5.5,55.8,0.5,0.7,1.2,2020
85,Missouri,10,32.3,18.2,31.1,58.5,245.8,2.1,35.8,162.2,4.5,1.9,66.9,408.0,6.1,10.8,9.2,1.8,21.8,5.6,45.7,0.6,0.4,1.0,2020
86,Southern Mississippi,10,32.3,18.5,29.4,62.9,220.8,2.4,40.3,180.9,4.5,1.7,69.7,401.7,5.8,10.3,10.1,1.0,21.4,4.4,36.7,0.6,0.6,1.2,2020
87,Florida International,5,32.4,17.8,27.8,64.0,187.2,1.2,45.4,235.6,5.2,2.2,73.2,422.8,5.8,9.2,11.8,2.0,23.0,3.8,35.0,0.2,0.4,0.6,2020
88,Charlotte,6,32.5,15.8,27.5,57.6,205.5,1.7,36.5,214.0,5.9,2.3,64.0,419.5,6.6,9.5,9.7,2.0,21.2,4.8,37.0,0.5,0.8,1.3,2020
89,New Mexico,7,32.6,20.4,31.3,65.3,283.0,2.6,34.3,164.3,4.8,1.3,65.6,447.3,6.8,10.6,8.1,2.0,20.7,5.6,49.6,1.0,0.9,1.9,2020
90,Syracuse,11,32.7,22.2,33.9,65.4,254.8,1.7,45.8,209.2,4.6,2.2,79.7,464.0,5.8,11.8,11.2,2.5,25.5,6.5,55.9,1.0,1.2,2.2,2020
91,Wake Forest,9,32.8,21.0,33.1,63.4,252.3,1.9,40.6,183.3,4.5,2.2,73.7,435.7,5.9,10.1,11.1,2.0,23.2,6.4,59.6,0.4,1.4,1.9,2020
92,UCF,10,33.2,20.9,35.0,59.7,299.2,2.6,44.4,192.6,4.3,1.7,79.4,491.8,6.2,14.4,11.2,2.0,27.6,7.0,59.9,1.3,0.9,2.2,2020
93,Oregon State,7,33.3,18.3,29.0,63.1,224.7,1.4,39.1,216.7,5.5,2.6,68.1,441.4,6.5,9.3,10.7,2.0,22.0,6.4,52.3,0.1,0.7,0.9,2020
94,Western Michigan,6,34.2,21.2,33.2,63.8,242.3,2.0,38.2,157.3,4.1,2.2,71.3,399.7,5.6,10.0,8.0,2.0,20.0,7.5,58.7,0.2,0.3,0.5,2020
95,Michigan,6,34.5,20.5,34.7,59.1,255.5,2.0,43.0,178.8,4.2,2.3,77.7,434.3,5.6,12.2,9.5,2.3,24.0,5.3,48.0,0.2,0.3,0.5,2020
96,Louisiana Tech,10,34.7,18.7,29.2,64.0,229.0,1.8,40.7,198.3,4.9,2.6,69.9,427.3,6.1,9.6,9.7,1.5,20.8,8.2,74.0,0.5,0.9,1.4,2020
97,Arkansas,10,34.9,25.4,38.3,66.3,259.6,1.8,41.6,192.1,4.6,2.1,79.9,451.7,5.7,13.4,10.3,1.8,25.5,6.3,53.5,0.5,1.3,1.8,2020
98,Illinois,8,34.9,18.6,26.8,69.6,237.1,2.3,44.4,230.6,5.2,2.1,71.1,467.8,6.6,10.9,12.0,1.6,24.5,5.1,42.9,1.0,0.9,1.9,2020
99,LSU,10,34.9,19.8,33.2,59.6,323.0,2.4,34.5,169.1,4.9,1.8,67.7,492.1,7.3,12.0,8.7,1.2,21.9,5.6,43.5,0.9,1.3,2.2,2020
100,Michigan State,7,35.1,21.6,35.3,61.1,239.4,1.1,39.9,158.0,4.0,2.9,75.1,397.4,5.3,11.9,7.6,1.9,21.3,6.3,50.4,0.9,0.7,1.6,2020
101,Utah State,6,35.2,21.7,32.0,67.7,260.7,2.3,42.0,224.7,5.3,2.3,74.0,485.3,6.6,13.0,11.2,1.8,26.0,6.2,54.7,0.3,0.3,0.7,2020
102,East Carolina,9,35.4,21.6,33.0,65.3,246.0,1.9,39.0,201.3,5.2,2.6,72.0,447.3,6.2,11.6,9.6,1.4,22.6,9.4,87.8,0.9,1.1,2.0,2020
103,Middle Tennessee State,9,35.4,18.6,31.2,59.4,224.1,2.1,41.9,223.2,5.3,2.3,73.1,447.3,6.1,10.2,11.7,1.2,23.1,5.6,48.1,0.7,0.9,1.6,2020
104,Colorado State,4,35.8,18.5,30.5,60.7,250.3,1.3,44.0,108.5,2.5,2.0,74.5,358.8,4.8,11.8,6.8,1.3,19.8,5.5,50.5,1.0,0.3,1.3,2020
105,Eastern Michigan,6,36.0,20.5,30.7,66.8,248.8,2.3,45.2,245.5,5.4,2.0,75.8,494.3,6.5,9.8,14.7,2.3,26.8,8.3,75.0,1.5,0.5,2.0,2020
106,Florida State,9,36.0,21.0,31.7,66.3,257.1,1.8,38.9,199.2,5.1,2.8,70.6,456.3,6.5,10.3,11.7,3.8,23.8,7.7,67.1,0.7,0.9,1.6,2020
107,New Mexico State,2,36.0,20.0,33.0,60.6,305.5,1.5,36.0,199.5,5.5,3.0,69.0,505.0,7.3,9.5,16.0,2.0,27.5,5.5,53.0,0.5,0.0,0.5,2020
108,South Carolina,10,36.0,19.3,29.0,66.6,256.1,2.1,39.8,195.4,4.9,2.3,68.8,451.5,6.6,10.6,11.3,1.5,23.4,5.7,54.0,0.3,0.8,1.1,2020
109,Texas Tech,10,36.7,22.5,35.4,63.6,258.5,1.7,42.3,186.4,4.4,2.4,77.7,444.9,5.7,10.8,10.2,2.3,23.3,6.0,50.7,0.5,0.5,1.0,2020
110,Georgia Tech,10,36.8,20.9,35.6,58.7,270.1,2.2,42.8,189.2,4.4,2.1,78.4,459.3,5.9,11.7,10.1,2.3,24.1,7.0,64.2,1.2,0.6,1.8,2020
111,Temple,7,37.1,13.7,24.3,56.5,224.4,2.6,43.3,208.6,4.8,2.1,67.6,433.0,6.4,8.6,11.6,1.3,21.4,5.3,50.9,1.3,0.4,1.7,2020
112,Arkansas State,11,37.2,22.6,35.3,64.2,314.0,3.0,39.0,156.8,4.0,1.6,74.3,470.8,6.3,13.9,8.0,1.7,23.6,6.2,58.1,0.5,0.5,1.1,2020
113,Vanderbilt,9,37.3,24.6,33.4,73.4,296.4,2.7,33.6,191.4,5.7,2.1,67.0,487.9,7.3,13.0,10.2,1.1,24.3,6.6,55.7,0.8,0.2,1.0,2020
114,Kent State,4,38.0,11.8,22.8,51.6,162.0,0.5,42.5,262.0,6.2,4.5,65.3,424.0,6.5,7.8,11.3,2.8,21.8,6.5,59.0,0.5,0.8,1.3,2020
115,UNLV,6,38.0,16.5,27.2,60.7,227.2,1.0,39.8,255.5,6.4,3.7,67.0,482.7,7.2,8.5,12.3,1.8,22.7,6.8,54.5,0.5,0.3,0.8,2020
116,Duke,11,38.1,16.7,29.3,57.1,231.6,2.0,41.5,215.8,5.2,2.8,70.8,447.5,6.3,10.1,11.0,1.4,22.5,5.4,53.4,1.0,0.8,1.8,2020
117,Texas State,12,38.2,23.2,34.4,67.3,270.4,2.2,43.6,226.3,5.2,2.4,78.0,496.8,6.4,12.3,11.9,2.0,26.2,7.0,66.2,0.7,0.6,1.3,2020
118,Ole Miss,10,38.3,26.3,38.7,68.0,312.1,1.9,39.1,206.9,5.3,2.8,77.8,519.0,6.7,15.0,10.8,1.6,27.4,5.0,48.6,0.7,0.6,1.3,2020
119,Washington State,4,38.5,25.8,38.0,67.8,307.0,2.8,31.0,154.8,5.0,2.3,69.0,461.8,6.7,14.3,7.8,1.3,23.3,5.0,49.3,1.0,0.5,1.5,2020
120,Northern Illinois,6,38.7,17.3,26.7,65.0,245.3,1.8,36.5,173.5,4.8,2.2,63.2,418.8,6.6,10.8,8.8,1.5,21.2,7.2,64.2,0.3,0.8,1.2,2020
121,Arizona,5,39.8,16.0,24.4,65.6,202.4,1.2,45.8,270.6,5.9,3.8,70.2,473.0,6.7,8.6,11.0,2.0,21.6,6.8,60.2,0.2,0.4,0.6,2020
122,South Florida,9,39.9,18.2,30.0,60.7,229.1,2.3,42.9,212.3,5.0,2.2,72.9,441.4,6.1,10.8,11.0,1.6,23.3,5.6,54.1,0.3,1.1,1.4,2020
123,Massachusetts,4,40.3,16.3,27.5,59.1,208.8,2.5,42.3,273.5,6.5,2.8,69.8,482.3,6.9,9.3,13.8,2.0,25.0,4.0,37.0,0.5,0.0,0.5,2020
124,Akron,6,41.3,14.2,21.2,66.9,211.7,2.0,39.7,248.2,6.3,3.2,60.8,459.8,7.6,8.2,11.3,1.2,20.7,6.3,62.3,0.7,0.3,1.0,2020
125,Louisiana-Monroe,10,42.0,12.6,21.7,58.1,215.3,2.0,46.1,249.0,5.4,2.9,67.8,464.3,6.8,7.6,13.0,1.3,21.9,5.3,47.8,0.6,0.4,1.0,2020
126,North Texas,10,42.8,19.5,31.1,62.7,252.9,2.5,44.0,269.8,6.1,3.2,75.1,522.7,7.0,11.0,12.0,2.2,25.2,6.8,56.3,0.2,0.7,0.9,2020
127,Bowling Green,5,45.0,14.4,22.2,64.9,165.6,2.4,49.0,310.2,6.3,3.2,71.2,475.8,6.7,7.4,14.8,1.6,23.8,6.6,45.6,0.2,0.0,0.2,2020
128,Kansas,9,46.0,17.7,28.6,61.9,223.0,2.2,40.7,236.2,5.8,2.7,69.2,459.2,6.6,9.3,12.4,1.6,23.3,6.8,64.7,0.7,0.4,1.1,2020
1,Georgia,15,10.2,19.0,33.8,56.2,189.7,0.7,30.9,78.9,2.6,0.2,64.7,268.5,4.2,7.9,5.4,1.5,14.8,6.6,51.3,0.3,1.1,1.4,2021
2,Clemson,13,14.8,20.0,35.0,57.1,208.8,0.8,33.7,97.5,2.9,0.5,68.7,306.3,4.5,9.8,5.8,1.6,17.2,8.7,68.4,0.5,0.9,1.4,2021
3,Texas A&M,12,15.9,19.3,33.4,57.9,192.7,1.1,36.7,135.9,3.7,0.5,70.1,328.6,4.7,9.0,8.2,1.8,19.0,5.9,46.9,0.4,0.8,1.3,2021
4,Wisconsin,13,16.2,14.8,26.8,55.5,174.3,0.7,30.5,65.4,2.1,0.8,57.2,239.7,4.2,7.5,4.2,1.4,13.0,4.6,40.5,0.6,1.2,1.8,2021
5,Cincinnati,14,16.9,15.9,29.5,54.0,169.2,0.9,41.6,149.1,3.6,1.0,71.1,318.4,4.5,8.6,8.9,1.7,19.1,6.5,48.6,1.0,1.4,2.4,2021
6,Minnesota,13,17.3,15.8,28.4,55.6,181.2,1.2,28.8,97.8,3.4,0.8,57.2,279.0,4.9,7.8,6.4,1.4,15.5,4.6,43.8,0.6,0.6,1.2,2021
7,Penn State,13,17.3,20.2,33.7,59.8,199.8,0.8,40.1,153.2,3.8,0.9,73.8,353.0,4.8,9.3,9.5,2.2,20.9,5.5,43.8,0.5,1.1,1.6,2021
8,Michigan,14,17.4,18.4,32.5,56.7,204.4,1.2,34.6,126.0,3.6,0.8,67.1,330.4,4.9,9.1,6.9,1.1,17.1,5.2,46.4,0.6,0.6,1.1,2021
9,Oklahoma State,14,18.1,18.7,32.6,57.5,210.2,1.2,32.4,87.6,2.7,0.6,64.9,297.9,4.6,9.0,4.9,1.9,15.8,6.6,51.9,0.8,0.6,1.4,2021
10,Baylor,14,18.3,19.0,31.6,60.0,227.5,0.9,35.2,120.5,3.4,1.1,66.9,348.0,5.2,10.1,7.1,2.1,19.3,5.1,44.8,0.6,1.4,1.9,2021
11,Louisiana,14,18.5,15.7,29.6,53.1,192.0,1.2,37.1,148.9,4.0,1.1,66.7,340.9,5.1,8.9,7.7,1.6,18.2,5.7,48.1,0.9,0.7,1.6,2021
12,Boise State,12,19.0,15.5,26.7,58.1,206.9,1.0,39.8,158.7,4.0,1.2,66.4,365.6,5.5,8.7,8.3,1.8,18.8,7.8,61.9,0.8,1.1,1.9,2021
13,Iowa,14,19.2,18.7,33.4,56.0,214.5,1.1,36.1,114.6,3.2,1.1,69.6,329.1,4.7,9.6,6.9,1.4,17.9,6.1,51.4,0.4,1.8,2.2,2021
14,North Carolina State,12,19.7,18.1,34.3,52.7,207.6,1.6,32.5,124.1,3.8,0.8,66.8,331.7,5.0,9.0,5.8,2.7,17.5,6.9,57.2,0.1,1.3,1.3,2021
15,Notre Dame,13,19.7,20.2,33.0,61.1,224.2,1.0,34.9,136.2,3.9,1.0,67.9,360.5,5.3,9.7,8.1,1.0,18.8,6.9,54.2,0.8,1.2,1.9,2021
16,Air Force,13,19.8,14.6,26.2,55.9,193.5,1.2,30.3,102.5,3.4,1.4,56.5,296.0,5.2,7.9,6.2,1.0,15.2,5.5,44.1,0.6,0.6,1.2,2021
17,San Diego State,14,19.8,22.1,39.1,56.7,244.1,1.8,29.4,80.4,2.7,0.5,68.5,324.4,4.7,10.1,5.1,2.4,17.5,6.6,58.5,0.4,1.2,1.6,2021
18,Alabama,15,20.1,19.8,31.4,63.1,218.1,1.7,32.3,84.9,2.6,0.6,63.7,302.9,4.8,9.3,5.7,2.6,17.7,6.8,49.4,0.3,1.0,1.3,2021
19,Houston,14,20.4,16.3,29.5,55.2,194.0,1.3,31.4,107.5,3.4,0.9,60.9,301.5,4.9,7.9,5.7,1.9,15.5,5.4,44.1,0.6,1.0,1.6,2021
20,Fresno State,13,20.5,16.3,31.2,52.3,222.0,1.3,34.8,125.1,3.6,1.2,66.0,347.1,5.3,9.2,6.5,2.5,18.4,6.4,56.2,1.0,0.8,1.8,2021
21,Iowa State,13,20.5,16.4,26.8,61.0,187.8,1.5,34.4,122.9,3.6,0.8,61.2,310.7,5.1,8.2,7.4,1.0,16.6,5.2,47.8,0.3,0.8,1.2,2021
22,Arizona State,13,20.8,17.6,29.4,59.9,194.8,1.0,36.2,132.8,3.7,1.4,65.5,327.7,5.0,9.1,7.7,2.7,19.5,5.1,46.8,0.3,1.2,1.5,2021
23,Kansas State,13,21.0,19.8,29.0,68.4,215.2,1.2,35.1,129.9,3.7,1.1,64.1,345.2,5.4,9.6,7.2,1.2,18.0,5.3,43.5,0.5,0.8,1.3,2021
24,Liberty,13,21.5,15.4,27.2,56.5,180.3,1.1,39.9,140.5,3.5,1.5,67.2,320.8,4.8,7.5,9.0,2.2,18.6,6.0,55.4,0.2,0.7,0.8,2021
25,Coastal Carolina,13,21.6,16.0,27.5,58.1,190.7,1.2,36.6,149.8,4.1,1.6,64.2,340.5,5.3,8.4,8.2,1.3,17.8,3.9,29.8,0.5,0.5,1.0,2021
26,Kentucky,13,21.7,20.6,31.0,66.5,218.6,1.5,30.8,122.2,4.0,0.9,61.8,340.8,5.5,10.6,6.3,1.7,18.6,5.9,45.6,0.2,0.7,0.9,2021
27,Auburn,13,21.8,22.2,34.6,64.2,245.6,1.8,35.5,129.3,3.6,0.6,70.2,374.9,5.3,11.8,6.7,1.6,20.2,5.3,43.9,0.2,0.7,0.9,2021
28,Toledo,13,21.8,17.5,31.3,55.8,198.0,1.3,40.2,151.9,3.8,0.8,71.5,349.9,4.9,9.2,7.8,2.5,19.5,6.3,55.9,0.8,0.6,1.4,2021
29,Illinois,12,21.9,17.8,30.3,58.7,215.2,1.0,39.6,151.4,3.8,1.3,69.8,366.6,5.2,9.9,9.8,1.4,21.1,4.9,49.0,0.7,0.8,1.4,2021
30,Appalachian State,14,22.1,17.9,31.6,56.8,222.0,1.3,34.1,127.9,3.7,1.3,65.7,349.9,5.3,9.4,7.1,1.6,18.2,5.2,48.7,0.5,1.1,1.6,2021
31,Boston College,12,22.2,14.9,25.8,57.9,173.5,1.2,37.4,170.4,4.6,1.3,63.2,343.9,5.4,7.8,8.8,1.9,18.6,7.0,61.0,0.6,0.8,1.4,2021
32,Army,13,22.3,15.5,26.2,59.4,211.2,1.2,30.4,118.2,3.9,1.5,56.5,329.4,5.8,9.5,5.9,1.2,16.6,4.8,37.2,0.5,0.8,1.2,2021
33,California,12,22.3,20.2,34.3,58.9,229.5,1.7,34.3,140.6,4.1,1.1,68.6,370.1,5.4,10.3,9.0,1.9,21.3,5.7,48.6,0.6,1.1,1.7,2021
34,Purdue,13,22.4,17.1,28.8,59.4,208.7,1.4,36.5,159.4,4.4,1.4,65.3,368.1,5.6,8.5,8.3,1.6,18.4,5.9,53.8,0.3,1.0,1.3,2021
35,Utah,14,22.6,19.9,32.4,61.5,222.3,1.6,32.8,121.1,3.7,0.8,65.2,343.4,5.3,9.6,7.4,1.4,18.4,7.4,66.0,0.4,0.7,1.1,2021
36,Nebraska,12,22.7,21.8,33.7,64.6,219.1,1.2,34.9,147.4,4.2,1.0,68.6,366.5,5.3,10.3,7.6,1.3,19.2,5.1,46.0,0.3,0.8,1.1,2021
